Data Set 1:Time(s),Data Set 1:Heart Rate(bpm),Data Set 1:X-axis acceleration(m/s²),Data Set 1:Y-axis acceleration(m/s²),Data Set 1:Z-axis acceleration(m/s²),Data Set 1:X-angular velocity(rad/s),Data Set 1:Z-angular velocity(rad/s),Data Set 1:Y-angular velocity(rad/s),Data Set 2:Time(s),Data Set 2:Heart Rate(bpm),Data Set 2:X-axis acceleration(m/s²),Data Set 2:Y-axis acceleration(m/s²),Data Set 2:Z-axis acceleration(m/s²),Data Set 2:X-angular velocity(rad/s),Data Set 2:Z-angular velocity(rad/s),Data Set 2:Y-angular velocity(rad/s)
0,85,3.2561144828796387,-4.3534245491027832,8.2432365417480469,0.010088854469358921,0.010897665284574032,0.014260616153478622,0,96,1.9153612852096558,-9.4387092590332031,3.1866827011108398,0.026052230969071388,-0.068919219076633453,-0.012345011346042156
0.02,,3.4189200401306152,-4.516230583190918,8.1714105606079102,0.00051082856953144073,0.010897665284574032,0.023838642984628677,0.02,,2.0494368076324463,-9.309422492980957,3.1579523086547852,0.050529409199953079,-0.076368793845176697,-0.021923037245869637
0.040000000000000001,,3.313575267791748,-4.6407289505004883,8.1331033706665039,-0.0058745220303535461,0.011961889453232288,0.030223993584513664,0.040000000000000001,,2.0877439975738525,-9.1226749420166016,3.1004915237426758,0.043079834431409836,-0.047634713351726532,-0.012345011346042156
0.059999999999999998,,3.1699230670928955,-4.7077665328979492,8.2671785354614258,-0.0037460718303918839,0.024732589721679688,0.035545118153095245,0.059999999999999998,,2.0159180164337158,-9.0652141571044922,3.1723175048828125,0.047336731106042862,-0.021029088646173477,-0.011280786246061325
0.080000000000000002,,3.2178072929382324,-4.7364969253540039,8.2528133392333984,-0.0080029722303152084,0.042824417352676392,0.022774418815970421,0.080000000000000002,,2.2457613945007324,-9.1035213470458984,3.2154130935668945,0.043079834431409836,-0.0093226125463843346,0.0078752655535936356
0.099999999999999992,,3.093308687210083,-4.9328212738037109,8.1953525543212891,-0.01864522323012352,0.022604141384363174,0.031288217753171921,0.099999999999999992,,1.9632452726364136,-9.1753473281860352,3.3638536930084229,0.0079604042693972588,0.0098334392532706261,0.018517518416047096
0.12,,3.1699230670928955,-4.822688102722168,8.0900077819824219,0.012217304669320583,0.026861041784286499,0.036609344184398651,0.12,,2.0590136051177979,-9.2471733093261719,3.2297782897949219,-0.0058745220303535461,0.0087692132219672203,0.0014899151865392923
0.13999999999999999,,3.1794998645782471,-4.8801488876342773,8.3150634765625,0.002639278769493103,0.0034480886533856392,0.029159767553210258,0.13999999999999999,,1.9632452726364136,-9.2998456954956055,3.3111813068389893,-0.004810296930372715,0.010897665284574032,-0.0059596607461571693
0.16,,3.3710360527038574,-4.8562068939208984,8.3725242614746094,-0.011195648461580276,-0.029542889446020126,0.0046825902536511421,0.16,,2.01112961769104,-9.1753473281860352,3.2345666885375977,-0.011195648461580276,0.016218788921833038,-0.016601910814642906
0.17999999999999999,,3.1411926746368408,-4.6550941467285156,8.3246402740478516,0.017538430169224739,-0.019964862614870071,-0.00063853501342236996,0.17999999999999999,,2.0254948139190674,-9.1514053344726562,3.1148567199707031,-0.014388322830200195,0.016218788921833038,-0.022987261414527893
0.19999999999999998,,3.1268274784088135,-4.6455173492431641,8.1857757568359375,0.0090246293693780899,-0.0029372619464993477,0.00042569005745463073,0.19999999999999998,,1.91057288646698,-9.3237876892089844,3.2249898910522461,-0.031415924429893494,0.016218788921833038,-0.031501062214374542
0.22,,3.227384090423584,-4.8083229064941406,8.2336597442626953,0.026052230969071388,-0.0061299372464418411,-0.00063853501342236996,0.22,,2.0494368076324463,-9.3956136703491211,3.3303349018096924,-0.045250851660966873,-0.0029372619464993477,-0.042143315076828003
0.23999999999999999,,3.3231520652770996,-4.7508621215820312,8.1187381744384766,0.015409979969263077,0.00025541335344314575,-0.00063853501342236996,0.23999999999999999,,2.0638020038604736,-9.2280197143554688,3.1531639099121094,-0.067599579691886902,0.00025541335344314575,0.00042569005745463073
0.26000000000000001,,3.2225956916809082,-4.6646709442138672,8.2911205291748047,0.0047677289694547653,0.0077049890533089638,0.0068110404536128044,0.26000000000000001,,1.9297264814376831,-9.3046340942382812,3.2345666885375977,-0.083562955260276794,-0.0040014870464801788,0.015324841253459454
0.27999999999999997,,3.1172506809234619,-4.6790361404418945,8.2528133392333984,0.0015750536695122719,0.0055765388533473015,0.01213216595351696,0.27999999999999997,,1.9776104688644409,-9.2902688980102539,3.2345666885375977,-0.10804012417793274,-0.0018730368465185165,0.0089394906535744667
0.29999999999999999,,3.1124622821807861,-4.6503057479858398,8.2432365417480469,-0.01864522323012352,0.01834724098443985,0.018517518416047096,0.29999999999999999,,1.8962076902389526,-9.3189992904663086,3.2249898910522461,-0.11016857624053955,-0.0082583874464035034,-0.0070238858461380005
0.32000000000000001,,3.0693666934967041,-4.6838245391845703,8.2384481430053711,-0.028223250061273575,0.028989493846893311,0.015324841253459454,0.32000000000000001,,1.9249380826950073,-9.2423849105834961,3.1244335174560547,-0.13783843815326691,-0.02315753698348999,0.010003715753555298
0.33999999999999997,,3.1986534595489502,-4.7029781341552734,8.2001409530639648,-0.015452548861503601,0.035374842584133148,0.023838642984628677,0.33999999999999997,,1.9728220701217651,-9.3860368728637695,3.0813379287719727,-0.13783843815326691,-0.025285989046096802,-0.0038312103133648634
0.35999999999999999,,3.1124622821807861,-4.8035345077514648,8.3006982803344727,0.019666880369186401,0.024732589721679688,0.019581742584705353,0.35999999999999999,,2.0398600101470947,-9.5201120376586914,3.0909147262573242,-0.12187504768371582,-0.038056690245866776,0.0078752655535936356
0.38,,3.1220390796661377,-4.7939577102661133,8.1953525543212891,0.051593635231256485,0.020475689321756363,0.0068110404536128044,0.38,,2.0590136051177979,-9.5871496200561523,3.0765495300292969,-0.10804012417793274,-0.049763165414333344,0.024902867153286934
0.39999999999999997,,3.1172506809234619,-4.7173433303833008,8.3437938690185547,0.04201560840010643,0.035374842584133148,-0.0059596607461571693,0.39999999999999997,,1.9728220701217651,-9.5584192276000977,3.0909147262573242,-0.095269426703453064,-0.073176115751266479,0.033416666090488434
0.41999999999999998,,3.2369608879089355,-4.7412853240966797,8.3198518753051758,0.027116455137729645,0.032182168215513229,-0.00063853501342236996,0.41999999999999998,,2.01112961769104,-9.4195556640625,2.9472625255584717,-0.071856483817100525,-0.080625690519809723,0.032352440059185028
0.44,,3.227384090423584,-4.8609952926635742,8.1953525543212891,-0.01332409679889679,0.0098334392532706261,-0.011280786246061325,0.44,,2.2122423648834229,-9.4770164489746094,2.918532133102417,-0.015452548861503601,-0.078497245907783508,0.01213216595351696
0.45999999999999996,,3.0885202884674072,-4.9280328750610352,8.2863321304321289,0.017538430169224739,0.0087692132219672203,-0.027244161814451218,0.45999999999999996,,2.1499931812286377,-9.3333644866943359,2.8993785381317139,0.047336731106042862,-0.052955839782953262,-0.0059596607461571693
0.47999999999999998,,3.1459810733795166,-4.8466300964355469,8.2384481430053711,0.059043209999799728,-0.00080881174653768539,-0.025115711614489555,0.47999999999999998,,2.2792801856994629,-9.0508489608764648,2.9472625255584717,0.057978983968496323,-0.024221763014793396,-0.0059596607461571693
