Data Set 1:Time(s),Data Set 1:X-axis acceleration(m/s²),Data Set 1:Heart Rate(bpm),Data Set 1:Y-axis acceleration(m/s²),Data Set 1:Z-axis acceleration(m/s²),Data Set 1:X-angular velocity(rad/s),Data Set 1:Y-angular velocity(rad/s),Data Set 1:Z-angular velocity(rad/s),Data Set 2:Time(s),Data Set 2:X-axis acceleration(m/s²),Data Set 2:Heart Rate(bpm),Data Set 2:Y-axis acceleration(m/s²),Data Set 2:Z-axis acceleration(m/s²),Data Set 2:X-angular velocity(rad/s),Data Set 2:Y-angular velocity(rad/s),Data Set 2:Z-angular velocity(rad/s)
0.44,9.7060937881469727,,-0.48439490795135498,0.28012195229530334,-0.24638940393924713,0.016389066353440285,0.030053716152906418,0.44,9.3852710723876953,,0.085425108671188354,0.32321760058403015,-0.19637081027030945,0.10365552455186844,0.068365819752216339
0.45999999999999996,9.7587661743164062,,-0.60410499572753906,0.16520026326179504,-0.27299502491950989,0.028095543384552002,0.03750329464673996,0.45999999999999996,9.4618854522705078,,0.10936713218688965,0.51954209804534912,-0.032480150461196899,0.0068110404536128044,0.043888643383979797
0.47999999999999998,9.5768070220947266,,-0.73818027973175049,0.064643800258636475,-0.31982094049453735,0.029159767553210258,0.025796815752983093,0.47999999999999998,9.5001926422119141,,0.35357567667961121,0.35194802284240723,-0.004810296930372715,-0.059170916676521301,0.025796815752983093
0.5,9.6869401931762695,,-0.83394837379455566,0.15562346577644348,-0.33259165287017822,0.030223993584513664,0.0087692132219672203,0.5,9.6629981994628906,,0.4445553719997406,0.28491038084030151,-0.070792257785797119,-0.099611468613147736,0.022604141384363174
0.52000000000000002,9.8114385604858398,,-0.87225556373596191,0.16520026326179504,-0.31130713224411011,0.027031319215893745,-0.0018730368465185165,0.52000000000000002,9.6294794082641602,,0.68397557735443115,0.34237119555473328,-0.19743503630161285,-0.11876752227544785,0.033246390521526337
0.53999999999999992,9.9790334701538086,,-0.78127586841583252,0.1747770756483078,-0.30705022811889648,0.027031319215893745,0.0013196384534239769,0.53999999999999992,9.7396125793457031,,0.82283926010131836,0.083797410130500793,-0.39005979895591736,-0.14218047261238098,0.054530896246433258
0.55999999999999994,9.8688993453979492,,-0.61368179321289062,0.18435388803482056,-0.31237137317657471,0.046187367290258408,-0.0061299372464418411,0.55999999999999994,9.6869401931762695,,0.79889726638793945,0.098162621259689331,-0.63483154773712158,-0.16985031962394714,0.074751168489456177
0.57999999999999996,9.7396125793457031,,-0.43651086091995239,0.20350749790668488,-0.3623899519443512,0.046187367290258408,-0.0093226125463843346,0.57999999999999996,9.610325813293457,,0.71749436855316162,0.23702631890773773,-0.85619038343429565,-0.22519002854824066,0.080072298645973206
0.59999999999999998,9.7874965667724609,,-0.25455152988433838,0.27054515480995178,-0.44327104091644287,0.03448089212179184,-0.035928238183259964,0.59999999999999998,9.7396125793457031,,0.51638138294219971,0.40940886735916138,-1.0179526805877686,-0.25818100571632385,0.075815394520759583
0.62,9.7683429718017578,,-0.33116596937179565,0.27533355355262756,-0.52628058195114136,0.03980201855301857,-0.045506265014410019,0.62,9.7348241806030273,,0.28653803467750549,0.5961565375328064,-1.120118260383606,-0.24434608221054077,0.10029257088899612
0.64000000000000001,9.6055374145507812,,-0.66635417938232422,0.38546684384346008,-0.55820733308792114,0.040866240859031677,-0.068919219076633453,0.64000000000000001,9.677363395690918,,-0.14920665323734283,0.68713623285293579,-1.0732923746109009,-0.19113482534885406,0.099228352308273315
0.65999999999999992,9.6917285919189453,,-0.93450486660003662,0.27533355355262756,-0.53798705339431763,0.027031319215893745,-0.092332169413566589,0.65999999999999992,9.763554573059082,,-0.35989639163017273,0.82121151685714722,-0.90833741426467896,-0.14430892467498779,0.065173149108886719
0.67999999999999994,9.7252473831176758,,-1.0973105430603027,0.39504364132881165,-0.41772964596748352,0.027031319215893745,-0.12638737261295319,0.67999999999999994,9.7491893768310547,,-0.42693406343460083,0.93613320589065552,-0.70932728052139282,-0.12196020036935806,0.011961889453232288
0.69999999999999996,9.7108821868896484,,-1.2170206308364868,0.27533355355262756,-0.29534375667572021,0.01213216595351696,-0.1114882230758667,0.69999999999999996,9.8353805541992188,,-0.30243554711341858,0.84515351057052612,-0.57523494958877563,-0.11238217353820801,-0.013579512946307659
0.71999999999999997,9.763554573059082,,-1.1835018396377563,0.18914228677749634,-0.17827898263931274,-0.0070238858461380005,-0.094460621476173401,0.71999999999999997,9.9263601303100586,,-0.35031959414482117,0.74938547611236572,-0.46242710947990417,-0.068748943507671356,-0.03699246421456337
0.73999999999999999,9.7970733642578125,,-1.2218090295791626,0.20829589664936066,-0.07717759907245636,-0.012345011346042156,-0.081689916551113129,0.73999999999999999,9.9024181365966797,,-0.50833690166473389,0.72065502405166626,-0.33684852719306946,-0.0017027601134032011,-0.0423135906457901
0.76000000000000001,9.8832645416259766,,-1.0877337455749512,0.19871909916400909,-0.080370277166366577,-0.033629514276981354,-0.034864015877246857,0.76000000000000001,10.074801445007324,,-0.47481808066368103,0.64404058456420898,-0.18572856485843658,0.02596709318459034,-0.029542889446020126
0.77999999999999992,10.180146217346191,,-1.0973105430603027,0.011971365660429001,-0.010131422430276871,-0.0027669852133840322,-0.021029088646173477,0.77999999999999992,10.089166641235352,,-0.47002968192100525,0.44771608710289001,-0.026094797998666763,0.046187367290258408,-0.035928238183259964
0.79999999999999993,10.299856185913086,,-0.72381508350372314,-0.0071822479367256165,0.020731106400489807,0.038737792521715164,-0.010386837646365166,0.79999999999999993,9.9598798751831055,,-0.22103270888328552,0.65361738204956055,0.089905738830566406,0.060022294521331787,-0.039120912551879883
0.81999999999999995,10.41956615447998,,-0.096534222364425659,0.25617995858192444,0.054786309599876404,0.078114122152328491,-0.040185138583183289,0.81999999999999995,9.8018617630004883,,-0.039073377847671509,0.55306094884872437,0.14630967378616333,0.056829620152711868,-0.029542889446020126
0.83999999999999997,10.582371711730957,,0.87072324752807617,0.51954209804534912,-0.050571974366903305,0.12387580424547195,-0.15405721962451935,0.83999999999999997,9.6294794082641602,,0.075848311185836792,0.48602333664894104,0.15269501507282257,0.066407643258571625,-0.044442038983106613
0.85999999999999999,10.453084945678711,,1.0239522457122803,0.68234783411026001,-0.18998545408248901,0.20262846350669861,-0.24664480984210968,0.85999999999999999,9.5001926422119141,,0.13809755444526672,0.39025524258613586,0.16120882332324982,0.070664547383785248,-0.040185138583183289
0.88,10.534487724304199,,1.2537956237792969,1.0654201507568359,-0.31343558430671692,0.28883069753646851,-0.36051690578460693,0.88,9.5097694396972656,,0.30569168925285339,0.33279439806938171,0.15056657791137695,0.08662792295217514,-0.018900638446211815
0.89999999999999991,10.735600471496582,,0.98085653781890869,1.0319013595581055,-0.41772964596748352,0.44633600115776062,-0.55952697992324829,0.89999999999999991,9.3804826736450195,,0.22428879141807556,0.29448717832565308,0.1409885436296463,0.088756375014781952,-0.022093314677476883
0.91999999999999993,10.515334129333496,,0.70312917232513428,1.3862432241439819,-0.14209532737731934,0.64108920097351074,-0.72554612159729004,0.91999999999999993,9.5337114334106445,,0.29132643342018127,0.28969877958297729,0.1399243175983429,0.091949045658111572,-0.0071941623464226723
0.93999999999999995,10.338163375854492,,0.93776094913482666,1.8555066585540771,0.064364328980445862,0.71452075242996216,-0.83196860551834106,0.93999999999999995,9.6486330032348633,,0.53553497791290283,0.21787269413471222,0.1058691143989563,0.080242574214935303,0.038567516952753067
0.95999999999999996,10.697293281555176,,1.7182706594467163,2.0614080429077148,-0.016516773030161858,0.82626438140869141,-0.97138208150863647,0.95999999999999996,9.7348241806030273,,0.69355237483978271,0.29448717832565308,-0.01864522323012352,0.056829620152711868,0.093907222151756287
0.97999999999999998,10.60152530670166,,1.3878709077835083,1.8076226711273193,-0.19317813217639923,0.89650321006774902,-1.0235291719436646,0.97999999999999998,9.7683429718017578,,0.60257267951965332,0.22744952142238617,-0.16763673722743988,0.027031319215893745,0.12157706916332245
1,10.462661743164062,87.333333333333329,0.70791757106781006,1.7836806774139404,-0.31662824749946594,0.97632008790969849,-1.0671623945236206,1,9.9550905227661133,89.666666666666671,0.51159298419952393,0.39504364132881165,-0.3102429211139679,0.015324841253459454,0.11838440597057343
1.02,10.060436248779297,,-0.27849355340003967,0.99838238954544067,-0.24532516300678253,1.137018084526062,-0.92987734079360962,1.02,9.8784761428833008,,0.34878727793693542,0.42377406358718872,-0.4134727418422699,0.0025541402865201235,0.086457647383213043
1.04,9.6199026107788086,,-0.36947321891784668,0.89782595634460449,0.18462178111076355,1.0071825981140137,-0.93945533037185669,1.04,9.9215717315673828,,-0.015131354331970215,0.48123493790626526,-0.41028007864952087,-0.0091523360460996628,0.049209769815206528
1.0600000000000001,9.830592155456543,,-0.14441825449466705,1.2378026247024536,0.19952093064785004,0.8400992751121521,-0.94264805316925049,1.0600000000000001,9.8353805541992188,,-0.19230228662490845,0.5961565375328064,-0.3283347487449646,-0.017666136845946312,0.015154565684497356
1.0799999999999998,9.5911722183227539,,0.46849736571311951,1.2473795413970947,-0.063342675566673279,0.88160407543182373,-0.82558327913284302,1.0799999999999998,9.873687744140625,,-0.25933992862701416,0.59136813879013062,-0.17934320867061615,-0.037886414676904678,-0.021029088646173477
1.0999999999999999,9.1937351226806641,,0.86114645004272461,1.1994954347610474,-0.32407784461975098,0.86564069986343384,-0.70319736003875732,1.0999999999999999,9.8545341491699219,,-0.25933992862701416,0.57221454381942749,-0.031415924429893494,-0.033629514276981354,-0.0423135906457901
1.1199999999999999,8.6861639022827148,,0.87072324752807617,1.1276694536209106,-0.59864789247512817,0.81668633222579956,-0.57336193323135376,1.1199999999999999,9.8928413391113281,,-0.14441825449466705,0.51475369930267334,0.060107436031103134,-0.03469374030828476,-0.056148514151573181
1.1399999999999999,8.9878339767456055,,0.8372044563293457,1.285686731338501,-0.79978644847869873,0.82626438140869141,-0.48396700620651245,1.1399999999999999,9.9024181365966797,,0.0088106691837310791,0.48602333664894104,0.083520382642745972,-0.02937261201441288,-0.048698939383029938
1.1599999999999999,9.1985235214233398,,1.1915463209152222,1.9464863538742065,-0.90088778734207153,0.86457645893096924,-0.48715966939926147,1.1599999999999999,9.8258037567138672,,-0.00076615810394287109,0.51475369930267334,0.11225447058677673,-0.036822188645601273,-0.035928238183259964
1.1799999999999999,8.6957406997680664,,1.7613662481307983,2.7269959449768066,-1.0062462091445923,0.83264970779418945,-0.48077434301376343,1.1799999999999999,9.6534214019775391,,0.023175865411758423,0.4285624623298645,0.1409885436296463,-0.055978242307901382,-0.035928238183259964
1.2,8.595184326171875,,2.4461078643798828,2.8562829494476318,-1.2212196588516235,0.81349366903305054,-0.42756307125091553,1.2,9.5480766296386719,,0.14767435193061829,0.43813928961753845,0.16546572744846344,-0.070877395570278168,-0.022093314677476883
1.22,8.9926223754882812,,1.7422126531600952,2.9281089305877686,-1.4255508184432983,0.8432919979095459,-0.32646170258522034,1.22,9.7396125793457031,,0.74622476100921631,0.51475369930267334,0.14311699569225311,-0.081519640982151031,-0.069983445107936859
1.24,9.0788135528564453,,0.7605900764465332,3.3351233005523682,-1.2967796325683594,0.86883336305618286,-0.3019845187664032,1.24,9.9455137252807617,,0.66961038112640381,0.38546684384346008,0.043079834431409836,-0.079391196370124817,-0.093396395444869995
1.26,8.9591026306152344,,0.16203957796096802,3.4596216678619385,-0.92536497116088867,0.85606265068054199,-0.30517718195915222,1.26,9.9790334701538086,,0.8372044563293457,0.10295102000236511,-0.033544372767210007,-0.0761985182762146,-0.10297442227602005
1.28,8.705317497253418,,0.214711993932724,3.2202014923095703,-0.54117971658706665,0.7879522442817688,-0.3190121054649353,1.28,9.9024181365966797,,0.69355237483978271,0.3806784451007843,-0.15805870294570923,-0.06768471747636795,-0.10723131895065308
1.3,8.4180135726928711,,0.93776094913482666,3.2393550872802734,-0.30172911286354065,0.63896077871322632,-0.3009202778339386,1.3,9.5959606170654297,,0.38230612874031067,0.46208128333091736,-0.2932153046131134,-0.027244161814451218,-0.051891617476940155
1.3199999999999998,8.4323787689208984,,1.3016796112060547,3.3877956867218018,-0.31130713224411011,0.48890501260757446,-0.25515860319137573,1.3199999999999998,9.5863838195800781,,0.061483085155487061,0.49081173539161682,-0.34004122018814087,0.0089394906535744667,0.0066407639533281326
1.3399999999999999,8.0876140594482422,,1.316044807434082,3.5122940540313721,-0.45497751235961914,0.41228079795837402,-0.1817270815372467,1.3399999999999999,9.5145578384399414,,-0.18272547423839569,0.44771608710289001,-0.24958206713199615,0.02596709318459034,-0.0071941623464226723
1.3599999999999999,7.9008650779724121,,1.3064680099487305,3.5841202735900879,-0.5518220067024231,0.34204193949699402,-0.1455434262752533,1.3599999999999999,9.5145578384399414,,-0.31201237440109253,0.39025524258613586,-0.11761815845966339,-0.0070238858461380005,-0.043377816677093506
1.3799999999999999,7.8673462867736816,,1.0047986507415771,3.3925840854644775,-0.52947324514389038,0.26222506165504456,-0.10191019624471664,1.3799999999999999,9.8832645416259766,,-0.18272547423839569,0.37589004635810852,0.0090246293693780899,-0.040014863014221191,-0.030607115477323532
1.3999999999999999,7.7093291282653809,,0.77495527267456055,3.6655230522155762,-0.50180339813232422,0.14728875458240509,-0.022093314677476883,1.3999999999999999,9.9886102676391602,,0.01359906792640686,0.28969877958297729,0.10267643630504608,-0.017666136845946312,-0.029542889446020126
1.4199999999999999,8.0493068695068359,,0.85635805130004883,3.5793318748474121,-0.4134727418422699,0.052572719752788544,0.057723566889762878,1.4199999999999999,9.9263601303100586,,0.31048008799552917,0.31842920184135437,0.073942363262176514,0.028095543384552002,-0.0082583874464035034
1.4399999999999999,8.1259212493896484,,0.87551164627075195,3.7756564617156982,-0.34004122018814087,-0.041079089045524597,0.12370552122592926,1.4399999999999999,9.830592155456543,,0.57863068580627441,0.40940886735916138,0.017538430169224739,0.0036183653865009546,-0.016772188246250153
1.46,8.3030920028686523,,0.76537847518920898,3.5075056552886963,-0.28363728523254395,-0.17729990184307098,0.15456804633140564,1.46,9.9215717315673828,,0.54511189460754395,0.37110161781311035,-0.066535353660583496,-0.0091523360460996628,-0.03699246421456337
1.48,8.3270339965820312,,0.50680458545684814,3.603273868560791,-0.22084799408912659,-0.29330042004585266,0.16308185458183289,1.48,9.8353805541992188,,0.73664796352386475,0.46208128333091736,-0.11016857624053955,0.020645966753363609,-0.076368793845176697
1.5,8.2360544204711914,,0.70791757106781006,4.1922478675842285,-0.12293927371501923,-0.30181422829627991,0.041760191321372986,1.5,9.8258037567138672,,0.50201618671417236,0.60573339462280273,-0.1197466105222702,0.010003715753555298,-0.11361667513847351
1.52,8.5281467437744141,,0.80368566513061523,4.4268794059753418,0.060107436031103134,-0.28159394860267639,-0.10616709291934967,1.52,9.8641109466552734,,0.18119317293167114,0.62488698959350586,-0.020773673430085182,-0.055978242307901382,-0.20726847648620605
1.54,9.3230218887329102,,1.0862014293670654,4.7046070098876953,0.34425553679466248,-0.28159394860267639,-0.14980033040046692,1.54,10.429142951965332,,0.2338656485080719,-0.021547459065914154,0.046272508800029755,-0.11344639956951141,-0.51802217960357666
1.5599999999999998,9.610325813293457,,1.6464446783065796,4.4508213996887207,0.68055069446563721,-0.24328185617923737,-0.20301157236099243,1.5599999999999998,11.013328552246094,,0.090213507413864136,0.83557671308517456,0.2953011691570282,0.24945436418056488,-0.48822391033172607
1.5799999999999998,9.1985235214233398,,2.0343050956726074,4.5705313682556152,0.86466163396835327,-0.24647453427314758,-0.15299299359321594,1.5799999999999998,7.5800423622131348,,-2.3422954082489014,-0.6584051251411438,0.52730226516723633,0.28138113021850586,-0.027414437383413315
1.5999999999999999,8.8250274658203125,,2.4078006744384766,4.2784390449523926,0.92319399118423462,-0.29117196798324585,-0.060405418276786804,1.5999999999999999,8.2360544204711914,,0.71270596981048584,-1.0414773225784302,0.048400957137346268,-0.79880738258361816,-0.4052143394947052
1.6199999999999999,9.0405063629150391,,2.3168210983276367,4.0677490234375,0.9200013279914856,-0.20709820091724396,-0.065726540982723236,1.6199999999999999,10.20408821105957,,2.4221658706665039,-0.16998796164989471,-0.039929725229740143,-0.31245648860931396,-0.034864015877246857
1.6399999999999999,8.944737434387207,,2.3359746932983398,3.9863460063934326,0.79442274570465088,-0.20496974885463715,-0.08381836861371994,1.6399999999999999,9.1171207427978516,,1.7805198431015015,0.5961565375328064,-0.72529065608978271,-0.061299368739128113,-0.033799789845943451
1.6599999999999999,8.9543142318725586,,2.795661449432373,3.8762128353118896,0.67842221260070801,-0.18794214725494385,-0.14341497421264648,1.6599999999999999,9.5289230346679688,,0.62172627449035645,1.2904751300811768,-0.5347943902015686,-0.16665764153003693,-0.23174566030502319
1.6799999999999999,8.7627782821655273,,3.0015625953674316,3.9049432277679443,0.3815034031867981,-0.14005202054977417,-0.1466076523065567,1.6799999999999999,10.089166641235352,,0.59299588203430176,1.9273327589035034,-0.27086657285690308,-0.22625425457954407,-0.34242507815361023
1.7,8.4275903701782227,,2.5706064701080322,3.780444860458374,0.12076826393604279,-0.1102537214756012,-0.13277272880077362,1.7,10.831368446350098,,1.3016796112060547,1.1324578523635864,-0.16550828516483307,-0.047464441508054733,-0.44884759187698364
1.72,8.5616655349731445,,1.9816328287124634,3.9193084239959717,-0.015452548861503601,-0.10067569464445114,-0.15512144565582275,1.72,11.046847343444824,,1.0047986507415771,1.2234374284744263,0.1931355744600296,0.35481265187263489,-0.47758165001869202
1.74,8.6287031173706055,,1.7613662481307983,3.7181954383850098,0.026052230969071388,-0.064492039382457733,-0.18279130756855011,1.74,10.496180534362793,,-0.3407427966594696,1.5873560905456543,0.92319399118423462,0.69749313592910767,-0.54675626754760742
1.76,8.5377235412597656,,1.7757314443588257,3.7900216579437256,0.17717219889163971,-0.071941621601581573,-0.18279130756855011,1.76,9.3325986862182617,,-1.9592231512069702,-1.1947062015533447,3.5890779495239258,0.6676948070526123,-0.65637147426605225
1.78,8.7484130859375,,2.0821893215179443,3.8426940441131592,0.27933779358863831,-0.082583867013454437,-0.15618567168712616,1.78,9.5959606170654297,,3.9544551372528076,-0.3136400580406189,4.549008846282959,0.46442782878875732,-0.93094152212142944
1.7999999999999998,8.8106622695922852,,2.1013429164886475,3.8091752529144287,0.31232878565788269,-0.11238217353820801,-0.12851582467556,1.7999999999999998,9.7348241806030273,,8.6231479644775391,0.82121151685714722,3.0622866153717041,0.53040981292724609,-0.9234919548034668
1.8199999999999998,9.0261411666870117,,1.9959980249404907,3.8043868541717529,0.33999863266944885,-0.13153821229934692,-0.090203717350959778,1.8199999999999998,10.089166641235352,,8.4316120147705078,0.89782595634460449,0.43790733814239502,0.71452075242996216,-0.78514271974563599
1.8399999999999999,9.0596599578857422,,1.8523460626602173,3.7708680629730225,0.4166228175163269,-0.15282271802425385,-0.092332169413566589,1.8399999999999999,9.9838218688964844,,5.7261643409729004,-0.47165736556053162,-1.6405242681503296,0.86031955480575562,-0.57442611455917358
1.8599999999999999,8.7532014846801758,,1.8571344614028931,3.517082691192627,0.56135749816894531,-0.13898779451847076,-0.071047663688659668,1.8599999999999999,9.5049810409545898,,2.9584670066833496,-0.45729216933250427,-2.6728224754333496,0.8422277569770813,-0.57336193323135376
1.8799999999999999,8.6430683135986328,,1.7757314443588257,3.4404680728912354,0.69970673322677612,-0.15495117008686066,-0.00080881174653768539,1.8799999999999999,9.6917285919189453,,0.214711993932724,0.20350749790668488,-2.6270608901977539,0.71771341562271118,-0.74576640129089355
1.8999999999999999,8.7196826934814453,,1.7422126531600952,3.2154130935668945,0.86466163396835327,-0.18687792122364044,0.086457647383213043,1.8999999999999999,9.4187898635864258,,-2.5481967926025391,0.4046204686164856,-1.8129287958145142,0.65918105840682983,-0.78727114200592041
1.9199999999999999,8.8872766494750977,,1.747001051902771,2.674323558807373,0.99024021625518799,-0.19858439266681671,0.22267845273017883,1.9199999999999999,8.5089931488037109,,-2.7157909870147705,0.65361738204956055,-0.49967500567436218,0.31011518836021423,-0.80217033624649048
1.9399999999999999,8.4802627563476562,,1.6129258871078491,2.6599583625793457,1.1924428939819336,-0.24434608221054077,0.38231223821640015,1.9399999999999999,8.5137815475463867,,-0.75254547595977783,0.59136813879013062,0.58796310424804688,-0.20177707076072693,-0.9075285792350769
1.96,8.2360544204711914,,1.5506765842437744,2.3487122058868408,1.2339476346969604,-0.2996857762336731,0.64624005556106567,1.96,8.8346042633056641,,1.1053550243377686,0.27054515480995178,0.75185376405715942,-0.3880164623260498,-0.82345479726791382
1.98,8.8298158645629883,,0.93776094913482666,1.6591821908950806,1.3158930540084839,-0.26775902509689331,0.91974592208862305,1.98,8.6334915161132812,,2.355128288269043,-0.17956477403640747,0.35809046030044556,-0.41462209820747375,-0.64253652095794678
2,9.0357179641723633,88.5,0.42540177702903748,1.8028342723846436,1.2743881940841675,-0.37205308675765991,0.88888335227966309,2,8.5808191299438477,90.25,3.3367509841918945,-0.76853841543197632,-0.3091786801815033,-0.54339331388473511,-0.45097601413726807
2.02,9.0883903503417969,,1.6799634695053101,1.4867995977401733,1.6724084615707397,-0.51572346687316895,0.61963444948196411,2.02,8.3797063827514648,,4.1364145278930664,-0.81642246246337891,-1.1797147989273071,-0.72218316793441772,-0.3190121054649353
2.04,8.9255838394165039,,3.6719391345977783,2.2002716064453125,1.3744254112243652,-0.55509978532791138,0.39827561378479004,2.04,8.5233583450317383,,3.8874175548553467,-0.56742548942565918,-2.1566734313964844,-0.86266088485717773,-0.085946820676326752
