Time,hr,Xacc,Zacc,Yacc,Xg,Zg,Yg
6.3,,12.28704357,0.281749636,-8.693346024,6.716835499,-1.224667668,-2.352576017
6.32,,6.986280441,18.00841904,0.849941969,5.573857307,-0.76492244,-2.743146658
6.34,,8.159440041,13.77546978,5.791574478,-0.161251381,0.234384939,-2.035437107
6.36,,7.66623354,1.828404069,2.961627722,-2.00023222,-0.12106625,-1.271323323
6.38,,8.169016838,2.714258432,1.482011199,-0.281508833,-0.13915807,-1.266002178
6.4,,7.948749065,5.553781986,2.454056978,0.151630804,0.354642361,-1.39051652
6.42,,9.782708168,1.392659307,0.58657974,0.375118047,0.777139723,-1.441599369
6.44,,7.340622425,0.535534978,1.098938942,1.384003401,1.08150816,-1.639545202
6.46,,7.153874397,2.618490458,0.691924632,0.623082519,0.76330483,-1.498003244
6.48,,7.110778809,-0.522702098,0.845153511,0.28572315,0.834607899,-1.967326522
6.5,,11.26711369,4.600889683,-0.945709348,1.017910004,0.326972514,-1.956684232
6.52,,6.900089264,8.967912674,-1.697488666,1.038130283,-0.102974422,-1.146808982
6.54,,2.806004524,5.663915157,-4.39814806,-0.430500358,-0.481838554,-1.584205508
6.56,,2.063802004,0.612149477,0.577002943,-1.541551352,-0.679784417,-2.171657801
6.58,,5.157110214,5.228170395,-3.435679197,-0.912594259,-1.542870998,-1.491617918
6.6,,6.981492043,5.61603117,-2.20027113,1.329727888,-1.76955092,-1.454370022
6.62,,4.295197487,10.25599384,-6.294355869,4.273374557,-2.72416091,-1.212790966
6.64,,5.487510204,11.05086899,-7.515398502,4.344677448,-2.603903532,-0.799871564
6.66,,5.348646641,3.298443794,-15.36838055,12.20185184,-2.515572786,0.319693238
6.68,,8.398859978,11.35253811,-21.20065498,14.16853905,-1.166135311,-0.783908188
6.7,,16.16564941,18.64048767,-18.92616463,2.541880369,-3.115795851,-0.767944813
6.72,,7.522581577,11.7739172,-6.969520569,-4.573528767,-3.623431206,-1.150001645
6.74,,9.931148529,9.772364616,-2.578554869,-8.132297516,-4.162992954,-0.614696383
6.76,,13.1585331,2.795661449,-0.97443974,-6.734970093,-3.292457104,0.771988869
6.78,,11.25274849,-0.642412186,-0.155622751,-4.892796516,-2.785886049,1.744690657
6.8,,7.728482723,-2.160336018,-1.055842519,-2.736675978,-2.5709126,3.044109344
6.82,,4.649539471,-5.488276482,-4.345475674,-0.175086305,-2.148415089,3.210128546
6.84,,2.916137695,-2.849866152,-6.940790176,2.431200981,-1.687605619,2.08524251
6.86,,1.97282207,3.413365364,-5.284002781,2.681293964,-1.620559454,1.594634891
6.88,,0.78050971,8.062905312,-4.225765705,0.709284782,-1.068226576,1.940508008
6.9,,-0.823605418,9.753211021,-3.804386139,-1.619239807,-0.676591754,2.23955512
6.92,,0.397437483,5.151556015,-4.824316025,-1.841662884,-0.541435182,2.302344561
6.94,,4.625597477,1.866711259,-2.947262049,0.150566578,-0.397764772,2.586492538
6.96,,6.789956093,11.3860569,-2.061407328,-0.583748758,-0.25196594,2.636511087
6.98,,5.061342239,15.68604279,-2.607285261,-3.851984024,0.621762872,2.584364176
7,95.42857143,6.39251852,9.667019844,-2.626439095,-5.199293137,1.499748588,2.507740021
7.02,,7.738059521,6.679056644,-1.01274693,-5.83995676,2.23938489,2.176765919
7.04,,6.574477673,2.35033989,-0.955286145,-5.077971458,2.944966078,1.73830533
7.06,,6.349422932,5.185074806,1.994370341,-4.509675503,3.201444387,1.072100401
7.08,,7.963114262,-0.896197557,4.695030212,-2.187536001,2.867277622,1.563772321
7.1,,8.226477623,-1.073368549,6.519411564,1.156259298,2.596964598,1.90219593
7.12,,7.115567207,4.591312885,5.370194912,1.477655172,2.276632786,2.08630681
7.14,,7.431602001,8.8673563,6.385336399,0.575192392,2.192559004,2.604584455
7.16,,6.861782074,5.046211243,6.054936409,-0.270866573,1.822208762,3.185651302
7.18,,5.35343504,4.471602917,4.786009789,-0.794465303,1.598721504,3.18352294
7.2,,4.194641113,2.177957296,2.961627722,-0.259160101,1.684923768,2.914273977
7.22,,2.786850929,1.780519843,3.526659489,1.037065983,1.429509759,1.971370578
7.24,,2.264914989,9.408446312,3.1914711,0.159080371,1.724300027,1.092320681
7.26,,-0.574608386,15.52802563,3.263297081,-3.759396315,2.517147541,0.145160317
7.28,,-3.667917013,7.799542904,3.473986864,-4.570336342,2.341550589,-1.403287172
7.3,,0.124498487,1.622502685,3.78044486,0.479412109,-0.050827391,-2.426007748
7.32,,-1.733402014,3.50434494,-2.147598743,3.167644739,-1.048006296,-3.749903679
7.34,,18.20071983,21.41776276,-46.41160202,1.160516143,-1.890872598,-6.506246567
7.36,,-8.408435822,86.31020355,59.14396286,-0.504996061,-1.582247257,-5.919858456
7.38,,31.62740326,-53.41540527,3.37343049,-7.461835861,-1.825954914,0.724098742
7.4,,6.828263283,-43.71409988,-8.578424454,3.464563608,-3.628752232,-2.076941729
7.42,,17.74582291,10.06924629,-14.14254856,4.196750164,-1.332154393,-4.55977869
7.44,,2.513911963,31.12864494,-7.414842129,5.231176853,-2.310177326,-1.583141208
7.46,,7.795520306,6.013468742,-13.20402145,-0.034608599,-1.540742517,-1.046771765
7.48,,10.52969933,-5.052531719,-9.947907448,-1.235054612,1.286903501,-3.024102211
7.5,,10.09874344,2.546664476,-2.928108454,0.937028944,0.864406168,-2.269566536
7.52,,9.136274338,11.18494415,-0.045489475,3.102727175,-0.37541604,-1.125524402
7.54,,9.595960617,5.089306831,2.880224943,2.292851686,0.891011834,-0.595540345
7.56,,8.006211281,4.931289673,4.230555058,1.437214732,0.900589824,-0.108125269
7.58,,9.385271072,6.679056644,0.974440396,1.548958302,0.809066474,-0.203905523
7.6,,6.095637321,5.888970375,1.515530109,1.821399927,0.227999583,0.103655525
7.62,,7.987056255,17.61577034,0.395043641,4.249961376,-1.117180943,0.472941637
7.64,,-0.814028561,14.75230408,1.079785347,3.944529057,-1.83234024,0.05682962
7.66,,5.166687012,19.79928207,2.516306162,2.961185217,-2.520894051,0.696428895
7.68,,11.84650993,10.21289825,-0.653616726,3.689115047,-2.881666183,-0.269887477
7.7,,1.22583127,14.44105816,7.553706646,0.876368105,-4.509930611,0.169637486
7.72,,6.612784863,6.822709084,10.99656868,-3.000603914,-3.789450169,1.793645024
7.74,,21.97398186,9.298313141,6.701371193,-9.123090744,-1.002244711,2.963228226
7.76,,14.04917622,-0.058226988,-2.928108454,-10.002141,-0.342425078,3.873140812
7.78,,6.670245647,-21.75927162,-1.486798882,-6.468913555,0.686680615,4.555309296
7.8,,4.86980629,-18.12008476,0.581791341,-1.634138942,2.181916714,3.855048895
7.82,,5.894524574,-4.607210159,0.687136233,2.381182432,2.940709352,3.151596069
7.84,,9.950302124,9.489849091,3.881001234,1.107304931,3.133333921,3.461285591
7.86,,7.800308704,6.525827885,2.885013342,-3.383724928,4.689231396,4.271161079
7.88,,0.248997003,2.556241274,4.632781029,-4.021195889,5.461858749,2.421537638
7.9,,6.708552837,-1.791628957,1.21864903,-2.782437801,5.46398735,-0.295428872
7.92,,10.66377449,19.64126396,-0.351947278,-0.586941421,3.854878664,-0.936092377
7.94,,-0.239420176,16.84962463,-4.493916035,-0.592262506,2.151054144,-2.515402555
7.96,,22.3809967,31.02808762,-59.79997635,-0.755088985,-1.796156526,-3.161387205
7.98,,-15.03079796,3.288866997,118.9894257,15.76594162,1.046388745,2.294894934
8,93.16666667,8.949525833,-43.80029297,31.56755066,-3.349669695,-2.818876982,-2.296172142
8.02,,27.25080299,10.96946526,2.018312216,-6.931851864,0.330165207,-2.031180143
8.04,,1.786074519,10.39964581,-16.79532433,-2.373775244,1.24539876,-2.024794817
8.06,,-2.260126352,-14.75862598,-18.61491776,1.837363362,0.626019776,-3.294415236
8.08,,10.74038887,4.878617287,-9.583989143,4.279759884,0.893140256,-3.010267258
8.1,,4.553771496,17.81209373,5.743690491,2.023602724,0.006640764,-1.674664617
8.12,,9.236830711,3.681515932,3.292027712,0.152695015,0.003448089,-1.106368423
8.14,,7.671021938,5.673491955,-5.820303917,3.32302165,-0.871344924,-0.305006921
8.16,,5.784390926,9.686173439,-3.68467617,5.568536282,-1.685477138,-0.514659226
8.18,,7.489062786,15.65731239,-1.86987114,3.914730787,-1.614174008,-0.65194428
8.2,,2.489969969,15.60464001,0.146046653,1.687307596,-2.015387058,-0.694513321
8.22,,2.011129618,14.74272728,2.343923807,1.65963769,-3.53403616,-0.630659759
8.24,,5.750872135,14.12502384,4.862624168,1.001946688,-4.54930687,-0.424200118
8.26,,8.441955566,9.863344193,4.024653435,-0.251710534,-4.687655926,0.557015419
8.28,,8.245631218,1.148450732,0.840365112,-1.197806716,-4.094882488,0.585749507
8.3,,7.388506413,-0.493971705,4.48912859,-2.256710529,-3.18709898,0.190921992
8.32,,10.10353184,0.262596041,3.852270842,-3.882846594,-1.686541319,0.89650321
8.34,,8.432378769,-0.307223976,3.330334902,-5.95063591,-0.673399091,1.465863705
8.36,,8.058883667,-4.224137783,4.216189861,-6.632804394,0.515340388,1.066779256
8.38,,7.412448406,-7.341388226,5.772420883,-6.451886177,2.01376915,1.581864238
8.4,,8.336610794,-9.836147308,1.716642976,-4.15635252,2.675717115,3.346349239
8.42,,9.275137901,-9.338152885,0.418985665,-0.588005662,2.976892948,4.187087536
8.44,,6.114790916,-2.303988218,-3.90973115,0.366604239,2.91729641,3.34741354
8.46,,1.843535304,6.056564331,-1.45806849,-0.81149292,3.999613047,2.466235161
8.48,,5.434837818,5.156344414,4.024653435,-3.676386833,5.096829414,0.56765765
8.5,,6.761225224,10.57202816,5.442020893,-8.621841431,6.772984028,-0.654072762
8.52,,6.133944511,12.96623039,8.118738174,-9.560487747,5.330958843,-1.771509051
8.54,,3.576937437,-8.667777061,3.928885221,-1.787387371,2.08613658,-2.831477404
8.56,,11.41076565,2.383858681,-36.04470825,5.260975361,-0.474388987,-2.762302876
8.58,,60.91328049,130.401825,57.606884,12.52963257,0.436587691,2.964292526
8.6,,25.49824715,-2.313565016,19.42894745,-12.21785736,-0.745766401,-0.28265819
8.62,,-9.327809334,-99.66659546,-5.011063576,-0.348555028,-6.051992416,-1.104239941
8.64,,18.26296997,9.710115433,-2.047042131,5.379104137,-2.623059511,-3.774380922
8.66,,17.21909714,20.80963516,1.482011199,0.899781048,-1.566283941,-3.941464186
8.68,,12.5599823,-7.556866646,-0.768538415,-4.933237076,-1.273622036,-3.527480602
8.7,,9.902418137,-1.925704241,2.803610563,-1.030723333,-1.791899681,-2.760174274
8.72,,11.42991924,-2.792405367,0.08379741,1.666023016,-1.607788682,-1.824720383
8.74,,7.829039097,2.249783278,-3.857058764,2.446100235,-1.451347589,-0.894587636
8.76,,1.623268723,4.926501274,-9.751583099,2.288594961,-1.19593358,-0.310328037
8.78,,0.043095618,2.460473061,-13.27105904,1.829913735,-0.811748326,-0.306071132
8.8,,-0.478840351,2.652009249,-12.31337929,1.643674374,-0.636151195,-0.906294107
8.82,,1.81959331,6.046987534,-8.377311707,0.024988007,-0.404150128,-1.382002711
8.84,,6.071695328,10.92158127,-4.125208855,-1.656487703,-0.603160203,-1.286222458
8.86,,9.524134636,5.180286407,-0.208295196,-1.38617456,-0.62125206,-0.873303115
8.88,,9.366117477,1.009587049,-0.217872009,-0.635895789,-0.843675077,-0.708348215
8.9,,7.560888767,5.932065964,-1.204282999,-0.463491321,-0.730867207,-0.543393314
8.92,,5.420472622,6.276830673,-2.889801264,-0.785951495,-1.111859798,-0.424200118
8.94,,5.444414616,4.581736088,-3.378218412,-0.938135684,-1.189548254,-0.58064121
8.96,,6.306327343,6.032622337,-4.422090054,-1.490468621,-1.337475538,-0.707283974
8.98,,9.81143856,3.604901552,-5.691017151,-2.485518932,-1.264044046,-1.005267024
9,93,9.567230225,2.594548464,-3.009511232,-3.254953623,-0.953290284,-1.654444337
9.02,,10.68771648,-0.44129926,-0.246602416,-3.546551466,-0.881987214,-1.994996309
9.04,,10.38604736,3.217040777,3.124433517,-3.945635796,-0.972446322,-1.717233658
9.06,,9.634267807,2.838757038,3.186682701,-3.554000854,-1.093768001,-1.264937997
9.08,,14.58547688,1.924172044,2.980781317,-2.720712662,-1.066098094,-0.753045678
9.1,,15.23670006,1.239430308,4.436456203,-2.489775896,-0.637215436,-0.543393314
9.12,,14.35563374,0.947337747,5.451597691,-2.722841024,-0.753215969,-0.305006921
9.14,,19.66118431,2.288090706,6.05014801,-2.43124342,-0.778757334,-0.286915094
9.16,,16.38591576,15.92067528,7.395689487,-1.238247275,-2.242067099,-0.51891613
9.18,,19.82877731,-2.399756432,9.354146957,-1.294651151,-1.679091811,-0.415686309
9.2,,14.99728012,2.3120327,10.75714874,-1.948085427,-2.229296207,-0.204969749
9.22,,17.54471016,-2.050202847,10.73320675,-1.017952681,-1.754651785,0.236683667
9.24,,17.79849434,-7.609539032,13.13698483,0.668844223,-0.664885283,0.682594001
9.26,,15.82088566,-10.08514404,13.54878807,1.583013535,0.525982618,1.121054769
9.28,,2.566584349,-7.475463867,15.53118706,1.103047967,1.072994351,0.385675192
9.3,,3.56736064,-12.88636017,7.256825924,0.844441354,3.139719248,2.970677853
9.32,,21.47598839,-22.08488274,8.137891769,2.878175497,7.74994278,4.364812851
9.34,,30.90914345,-10.89917278,-6.002263069,5.512132645,7.47324419,2.836585522
9.36,,14.59505367,14.78582287,-8.492233276,2.637660742,5.411839962,2.298087597
9.38,,8.925583839,12.99017239,-8.760383606,3.54757309,6.871956825,1.595699072
9.4,,18.61252403,7.502662182,-9.703699112,0.396402568,6.212137222,0.26009661
9.42,,18.94771194,6.142755508,-6.572082996,0.839120209,6.178082466,0.16857326
9.44,,1.56101954,11.67814922,-7.60158968,3.398581743,4.658368587,1.755332828
9.46,,-4.089296341,10.7827177,-15.65568447,5.567471981,2.135090828,2.522639036
9.48,,-1.125274777,16.18403625,-54.28852463,6.754083157,-0.229617208,-3.014524221
9.5,,49.10986328,110.261795,-26.92279816,9.071965218,-7.264144897,-0.955248415
9.52,,-19.60372353,1.258584023,31.17011261,-6.940365314,2.245770216,-2.596283674
9.54,,16.07945824,-53.94213104,-2.01352334,-1.869332671,-0.131708503,-1.828977227
9.56,,25.65147591,-12.28302097,-7.381323338,2.223677158,-2.774179459,-0.757302582
9.58,,-2.45166254,20.51275444,-5.307944775,5.037487984,-2.300599337,-2.614375591
9.6,,-0.359130263,6.58328867,-0.754173219,1.425508142,-0.247709036,-3.523223639
9.62,,14.13057899,4.68708086,0.524330497,-0.291086853,-1.628008962,-1.755545735
9.64,,12.5504055,6.602442265,0.332794398,-0.792336881,-1.152300358,-1.293671966
9.66,,8.906430244,-1.068580151,-0.888248503,-0.308114469,-0.388186753,-1.264937997
9.68,,9.150639534,-3.453205109,-2.631227493,1.689436078,-1.074611902,-1.056349874
9.7,,7.987056255,4.174721718,0.572214544,3.259168148,-0.475453198,-1.558664083
9.72,,2.274491787,12.02770329,0.117316231,2.886689425,-0.430755764,-1.378810048
9.74,,10.55842972,15.23114491,0.050278593,1.819271445,-1.71846807,-1.402222991
9.76,,11.28626728,13.03805637,3.392584085,2.202392578,-2.475132227,-1.532058477
9.78,,3.782838583,19.73703194,3.392584085,1.265874386,-4.054441929,-2.161015511
9.8,,7.426813602,18.11855125,13.37640572,0.2239981,-4.901565075,-2.353640318
9.82,,11.49216843,11.0173502,-1.553836465,0.390017211,-4.718518734,0.228169873
9.84,,32.93942642,-1.504324794,0.179565474,1.409544826,-3.817120075,0.800722957
9.86,,19.3068428,0.00402227,9.689334869,0.772074044,-3.401008129,1.280688524
9.88,,13.1489563,6.58328867,7.01740551,-1.216962695,-2.712454557,2.790823698
9.9,,12.5456171,0.71270597,1.611298084,-3.25282526,-0.331782818,4.324372292
9.92,,15.68202114,-11.2295723,1.505953312,-4.301087379,2.158503771,4.821365356
9.94,,14.83926201,-11.11943913,-0.361524075,-3.588056087,3.71759367,4.229656219
9.96,,9.198523521,1.220276713,-3.861847162,-5.496212006,4.807360172,3.966792583
9.98,,4.189852715,0.913818955,-6.787561417,-6.136875629,6.250449657,3.477248907
10,91.85714286,3.840299845,-8.351741791,-6.787561417,-4.69165802,7.108214855,2.50561142
10.02,,21.81596565,-4.846630096,3.454833269,-2.938878775,8.187338829,2.686529636
10.04,,28.70647812,13.09551716,15.80412579,-1.345734,6.095072746,5.694030285
10.06,,0.272938997,21.26932144,-60.11122513,10.80026722,-0.936262667,-1.060606718
10.08,,11.00854015,60.48634338,9.469068527,17.26330757,-7.217319012,3.298459053
10.1,,22.85025978,99.41127777,-2.118868113,-13.0436964,-0.608481348,-11.93592358
10.12,,4.09408474,-41.10441971,-21.63161278,-11.7229929,-5.24530983,0.29095915
10.14,,11.90875912,-42.33982849,-12.16493797,-1.879974961,-0.278571576,-4.752403259
10.16,,16.69237328,-0.896197557,-1.558624864,9.593435287,-1.638651252,-3.808436155
10.18,,2.274491787,23.89336586,-3.742136955,7.528839111,-4.749381065,-3.285901546
10.2,,6.172251701,5.687857151,-6.121973038,-0.576299131,-0.541435182,-3.797793865
10.22,,10.86488724,3.571382761,-5.805938721,-4.327692986,0.648368478,-4.228804588
10.24,,10.79306126,0.411036521,-7.429207325,-2.929300785,-0.095524848,-3.691371202
10.26,,11.80341434,3.09254241,-5.418077946,0.145245448,-0.190240875,-4.061721325
10.28,,17.22388649,2.675951242,3.790021658,1.505325079,1.379491091,-4.695999622
10.3,,27.16940117,10.63427734,7.999028206,0.349576652,1.905218363,-3.096469402
10.32,,9.81143856,22.36107826,5.14992857,0.363411576,-1.631201625,-0.26243791
10.34,,-5.372588634,13.57435703,-4.594472408,0.430457771,-2.841225624,-1.080826998
10.36,,-3.174711466,12.44908237,3.85705924,1.529802203,-3.547871113,-1.674664617
10.38,,0.268150598,22.52388382,-5.102043152,-0.06759958,-4.208754539,-1.498003244
10.4,,19.05784416,12.76990509,10.12986755,-3.473119736,-2.675206661,0.058958068
10.42,,27.54768372,-1.715014577,6.198588848,-7.651268005,-0.896886349,3.558130026
10.44,,15.03079891,-16.75539017,-0.849941254,-5.084356785,0.433395028,4.347785473
10.46,,9.744400978,-15.40027142,0.217872694,-0.286829948,2.366027594,5.000155449
10.48,,8.839392662,-1.796417356,-0.256179214,-1.104154825,3.315316439,5.67806673
10.5,,11.44428444,6.420483112,0.356736422,-1.771424055,4.835030079,6.151647091
10.52,,14.04917622,-1.652765274,-4.297591686,-4.687400818,5.356500626,4.721328259
10.54,,11.48738003,2.493991852,-6.141126633,-4.941750526,5.6789608,3.119669437
10.56,,8.403648376,0.482862622,-3.090914011,-1.554322124,6.729351044,3.217578173
10.58,,11.2048645,3.518710375,2.027889013,-2.936750412,5.175582409,3.427230358
10.6,,-2.23139596,-10.01810646,-25.24206734,9.622169495,1.937145114,0.404831231
10.62,,11.45386124,-16.31485748,-39.31997681,12.29443932,0.139668897,-0.439099282
10.64,,49.11944199,40.90177536,-54.46569443,1.843748689,1.43057394,-3.51577425
10.66,,-8.571241379,63.94836426,99.95552826,7.161681175,4.126256466,-1.984354138
10.68,,40.09329987,-56.18310165,19.73540497,-8.772960663,-0.108295545,0.658116817
10.7,,-2.284068346,-38.23616791,-15.36838055,5.809051037,-1.515201092,-0.388016462
10.72,,7.1442976,12.00376129,-15.07628727,7.580986023,-0.516957998,-2.426007748
10.74,,-7.489063263,23.1703167,-5.36540556,4.082878113,-0.25196594,-2.973019361
10.76,,3.49074626,16.37078476,1.036689758,-3.486954689,0.970828712,-3.644545317
10.78,,10.34774017,2.039093494,-0.361524075,-3.413523197,-0.227488756,-2.588834047
10.8,,3.117250681,-6.374130726,-3.90973115,-0.248517826,-0.435012639,-2.71547699
10.82,,4.127603531,8.038962364,-7.252036572,1.679857969,0.064108923,-2.777201891
10.84,,-0.809240162,14.6613245,-8.109160423,0.334677488,0.19926551,-3.182671785
10.86,,1.853112102,10.13628387,-7.750030518,-2.622803926,0.608992159,-3.833977461
10.88,,5.310339451,3.815591097,-10.16817379,-3.963727474,0.332293659,-3.930821896
10.9,,8.959102631,0.401459724,-5.556941509,-4.148902893,-0.127451599,-3.819078207
10.92,,8.729259491,0.061483085,-3.995922327,-3.091063023,-0.420113504,-3.451920748
10.94,,5.386953831,3.743765116,-4.139574051,-3.121925592,-0.711711168,-3.357204676
10.96,,4.477157116,6.58328867,-3.991133928,-3.761524916,-0.95009762,-3.374232292
10.98,,6.502651691,5.429283619,-3.531447172,-3.481633663,-1.172520638,-3.106047392
11,90.85714286,4.434061527,1.86192286,-4.527434826,-3.342220068,-1.291713834,-2.681421757
11.02,,3.663128614,1.809250474,-2.109291315,-2.868639946,-2.318691254,-2.565421104
11.04,,4.692635059,-5.133934498,-3.201047421,0.780587852,-2.863574505,-2.220612288
11.06,,8.3126688,4.136414528,-11.12106609,3.561408043,-2.8986938,-0.803064227
11.08,,6.574477673,11.26155853,-16.42661667,4.273374557,-2.1399014,-0.257116765
11.1,,3.821145773,15.71956253,-13.49611473,2.066171885,-1.12463057,-0.665779233
11.12,,8.738836288,16.25586319,-8.228870392,1.104112267,-0.546756268,-0.163464963
11.14,,7.388506413,12.90398026,-8.200139999,0.666715741,-0.18491976,0.566593468
11.16,,-0.474051952,8.177826881,-6.825868607,-0.210205734,-0.424370408,0.944393337
11.18,,3.351882458,-2.55777359,-6.567294598,0.620954096,0.334422082,-0.167721868
11.2,,5.382165432,6.090083122,-6.878540993,3.178287029,-1.451347589,0.655988336
11.22,,6.363788128,8.613571167,-7.199364185,4.146731853,-1.641843915,0.108976647
11.24,,7.819462299,7.847426891,-8.099583626,4.791652203,-2.332526207,0.087692149
11.26,,8.298303604,12.54485035,-10.45069027,5.100277424,-2.219718218,0.129196927
11.28,,6.426037312,15.14495373,-8.674192429,3.781702757,-1.499237776,0.088756375
11.3,,5.798756599,15.44183445,-9.1626091,1.066864371,-0.616995156,0.066407643
11.32,,3.869030237,17.53915596,-12.29422474,-0.774245024,0.105613701,0.634703875
11.34,,2.365471363,15.2502985,-11.35569859,-2.391867161,1.370977402,1.591442227
11.36,,3.308786869,16.12657547,-13.0316391,-4.426665783,1.95310843,2.266160727
11.38,,7.163451195,8.608782768,-13.86482143,-5.264210701,1.036810637,2.781245708
11.4,,6.79953289,-5.143511295,-11.32696819,-4.781052589,0.947415769,2.643960714
11.42,,5.564124584,-2.811558962,-6.509833813,-3.209192038,0.602606833,2.70142889
11.44,,4.821922302,-1.14519453,-3.689464569,-2.856933594,-0.340296626,3.188843966
11.46,,5.372588634,-1.44686389,-3.05739522,-3.196421385,-0.483967006,4.029582024
11.48,,6.928819656,-3.252092123,-2.128445148,-3.393302917,0.470642895,4.452079296
11.5,,11.38682365,-4.204984188,-1.611297369,-3.26240325,1.854135513,4.691530228
11.52,,10.76433086,-1.96401155,-0.538695037,-3.250696659,2.861956596,4.453143597
11.54,,10.31422138,4.615254879,0.08379741,-3.515688896,3.729300022,4.456336498
11.56,,8.925583839,10.20332146,-0.514752984,-5.037530899,4.290146828,4.873512745
11.58,,7.369352818,9.690961838,-4.76685524,-4.506482601,5.089379787,4.629805088
11.6,,4.893748283,-1.193078637,-6.260837078,0.651816607,5.486335754,4.001912117
11.62,,5.492298603,-2.462005615,-6.203376293,4.669266224,4.413597107,2.273610353
11.64,,8.216900826,4.284854889,-0.600944281,4.140346527,3.700566053,0.925237298
11.66,,6.947973251,4.782848835,-3.94803834,2.765367746,4.032604218,1.000797272
11.68,,-6.100426197,-9.266326904,-13.0460043,4.224420071,4.349743366,0.214334935
11.7,,-6.153098583,-21.93644333,-23.40810966,9.630683899,4.424239159,-0.945670426
11.72,,28.68253517,32.76627731,-93.78327942,10.79175282,1.418867469,-10.48751259
11.74,,-24.80871773,51.1872673,119.6741714,13.98655701,3.600528717,25.08953285
11.76,,-18.93813515,-27.15101433,-28.50775909,-13.93764591,13.82347488,-0.310328037
11.78,,34.83084488,-18.18712234,-9.473855972,-11.23025703,-4.158736229,-3.199699402
11.8,,17.35317421,-2.572138786,-15.9429884,5.358883858,0.372734189,2.846163511
11.82,,-11.73158836,6.377387524,-5.532999516,3.309186697,-0.024221763,-2.954927444
11.84,,9.854534149,15.50887203,2.454056978,2.105548143,-0.565912366,-1.55547142
11.86,,13.01488113,7.593641758,2.640804768,-5.114155293,-0.678720176,-1.500131726
11.88,,10.66856289,-5.114780903,3.224989891,-4.241490364,-0.166827932,-1.616132259
11.9,,8.523358345,-9.951068878,0.99838239,-0.085691407,-1.323640585,-1.156386971
11.92,,3.45722723,2.675951242,1.276109934,2.178979635,-1.966432571,-1.937528253
11.94,,7.034164429,8.560898781,1.707066178,1.265874386,-1.987717032,-2.113125563
11.96,,14.05875301,4.323162079,0.778115869,-1.486211658,-1.581183076,-2.168465137
11.98,,13.58948898,-1.384614706,-0.069431491,-3.10915494,-1.128887415,-2.320649385
12,90.85714286,13.02445793,-0.000766158,-1.070207715,-2.140709877,-1.203383207,-2.267438173
12.02,,8.623914719,0.396671325,-2.770091057,-0.998796523,-1.240631104,-2.20252037
12.04,,4.639962673,4.050223351,-3.2776618,-1.637331605,-1.491788149,-2.670779467
12.06,,6.268019676,6.50667429,-4.249707699,-2.150288105,-1.419420838,-2.670779467
12.08,,10.67335129,7.473931789,-2.899378061,-1.506431937,-1.375787616,-2.146116495
12.1,,6.789956093,5.5011096,1.041478157,-0.228297561,-1.291713834,-1.416057944
12.12,,4.266467094,5.975161552,4.613626957,1.225433826,-2.189919949,-0.872238874
12.14,,5.152321815,5.53941679,7.314286709,3.054836988,-3.286071777,0.034480892
12.16,,14.17367458,6.300772667,0.011971366,4.358512402,-4.291764259,1.711699605
12.18,,16.76898766,18.5159893,-3.732560158,4.670330524,-4.545049667,2.348106146
12.2,,11.79862595,21.23101425,-3.866635561,1.945914268,-4.150222301,1.641460776
12.22,,8.27436161,13.95742989,-3.550600767,-0.367711067,-4.364131451,1.788323879
12.24,,10.67813969,5.999103546,1.740585089,-1.688414454,-3.100896597,2.891925097
12.26,,9.289503098,6.343868732,-2.023100138,-3.346477032,-1.280007362,4.154096603
12.28,,3.251326084,0.559477091,-3.703829765,-3.46886301,-0.087011047,3.639011145
12.3,,7.570465565,-2.471582413,-2.09013772,-3.188971758,0.39401871,3.18352294
12.32,,4.213794708,0.492439419,-0.955286145,-3.348605394,1.507198215,3.186715603
12.34,,1.470039845,3.442095757,0.969651997,-3.490147352,2.887497902,3.16330266
12.36,,2.068590403,1.64165628,0.442927688,-3.438000441,4.033668518,3.245247841
12.38,,4.161122322,-0.374261618,0.533907294,-3.081485033,4.997856617,3.097320557
12.4,,5.35343504,2.94410181,0.634463787,-3.030402184,5.407583237,2.336399555
12.42,,4.362235546,7.449989796,1.96085155,-2.728162289,5.598079681,1.383918285
12.44,,6.038176537,6.770036221,1.582567692,-1.065842748,5.510813236,0.389932096
12.46,,9.538499832,5.888970375,3.943250418,0.722055495,3.82933712,0.296280265
12.48,,1.93451488,2.747777224,-0.41898492,3.011203766,2.969443321,-0.285850853
12.5,,55.86630249,94.07699585,-10.64701462,-4.116976261,-4.078919411,-7.06177187
12.52,,-6.727706909,11.52970886,17.4896431,0.933836281,0.622827113,-1.735325456
12.54,,9.572018623,-26.58598137,-3.83790493,-5.698414803,-1.028850198,0.88586098
12.56,,10.32379818,-17.74658966,-6.069300652,-5.555808544,-0.279635787,-2.444099426
12.58,,19.06263351,-3.472358704,-1.936908722,3.92750144,0.664331853,-4.001060486
12.6,,8.667010307,10.50020218,10.18732834,5.014075279,-0.15937835,-2.600540638
12.62,,10.10353184,13.96700668,7.0557127,1.799051166,-0.880922973,-0.52955842
12.64,,8.456320763,5.802778721,0.10295102,-3.914773226,-0.078497246,0.03235244
12.66,,5.013458252,-2.48115921,-5.293579578,-4.210628033,0.580258071,-0.877560019
