Time,Xacc,hr,Zacc,Yacc,Xg,Zg,Yg
6.38,0.636857629,,-11.32055187,1.300051928,-0.291086853,-0.000638535,0.094971448
6.4,0.972045898,,-11.45941544,1.18034184,0.001575054,-0.012345011,-0.095524848
6.42,1.177947164,,-11.18647671,1.716642976,0.298493832,0.013196391,-0.259415507
6.44,1.465251446,,-10.60229206,2.387019396,0.430457771,0.016389066,-0.389250964
6.46,1.738190293,,-9.960645676,2.688688755,0.392145663,0.007875266,-0.441397995
6.48,2.015918016,,-9.467439651,2.636016369,0.321906805,0.011067941,-0.433948427
6.5,2.221819162,,-9.151405334,2.640804768,0.212291628,0.029159768,-0.392443657
6.52,2.466027737,,-9.290268898,2.731784344,0.14205277,0.020645967,-0.329654366
6.54,2.494758368,,-9.309422493,2.650381565,0.109061792,0.016389066,-0.247709036
6.56,2.552219152,,-9.160982132,2.755726337,0.050529409,0.031288218,-0.13915807
6.58,2.571372747,,-9.09394455,2.650381565,0.006896179,0.016389066,-0.03379979
6.6,2.379836559,,-9.012541771,2.473210573,-0.013324097,0.00255414,0.061980471
6.62,2.284068584,,-9.122674942,2.434903383,0.002639279,-0.002766985,0.123705521
6.64,2.059013605,,-9.194500923,2.540248394,0.009024629,-0.011280786,0.154568046
6.66,1.929726481,,-9.35730648,2.66953516,-0.005874522,-0.008088111,0.159889176
6.68,1.891419291,,-9.644611359,2.492364168,-0.027159024,0.00042569,0.136476234
6.7,1.97282207,,-9.8696661,2.396596193,0.01753843,0.022774419,0.079008073
6.72,1.881842494,,-9.807416916,2.434903383,0.023923781,0.016389066,0.051338218
6.74,1.757344127,,-9.467439651,2.568978786,0.030309131,0.00468259,0.044952869
6.76,1.771709323,,-9.43392086,2.578555584,0.016474206,0.008939491,0.036439069
6.78,1.704671502,,-9.39561367,2.602497578,0.003703504,-0.000638535,0.017283015
6.8,1.699883103,,-9.429132462,2.597709179,0.016474206,0.00042569,-0.012515288
6.82,1.829170108,,-9.544054031,2.59292078,-0.026094798,0.010003716,-0.032735564
6.84,1.829170108,,-9.544054031,2.626439571,-0.044186626,0.00255414,-0.063598096
6.86,1.93451488,,-9.54884243,2.487575769,-0.020773673,0.00468259,-0.074240342
6.88,1.93451488,,-9.419555664,2.449268579,0.004767729,0.005746815,-0.064662315
6.9,2.011129618,,-9.424344063,2.492364168,0.028180681,0.00468259,-0.055084292
6.92,2.145204782,,-9.256750107,2.506729364,0.030309131,0.00681104,-0.029542889
6.94,2.102109194,,-9.376460075,2.683900356,0.021795331,-0.010216561,-0.009322613
6.96,2.121262789,,-9.405190468,2.63122797,-0.005874522,-0.008088111,0.019411467
6.98,2.126051188,,-9.58714962,2.545036793,-0.029287476,-0.020858811,0.030053716
7,2.149993181,,-9.654188156,2.578555584,-0.038865499,-0.00383121,0.041760191
7.02,2.020706415,,-9.630246162,2.454056978,-0.020773673,-0.009152336,0.051338218
7.04,2.087743998,,-9.491381645,2.59292078,-0.026094798,-0.010216561,0.052402444
7.06,2.025494814,,-9.539265633,2.535459995,-0.02396635,-0.011280786,0.04920977
7.08,1.93451488,,-9.524900436,2.521094561,-0.019709449,-0.013409236,0.057723567
7.1,1.853112102,,-9.591938019,2.477998972,-0.020773673,-0.004895436,0.04920977
7.12,1.886630893,,-9.58714962,2.525882959,-0.001617622,-0.00383121,0.028989494
7.14,1.93451488,,-9.553630829,2.525882959,-0.014388323,0.003618365,0.023668367
7.16,1.910572886,,-9.67813015,2.468422174,0.022859555,0.010003716,0.02473259
7.18,1.944091678,,-9.644611359,2.564190388,0.052657858,0.018517518,0.011961889
